P_max,Algorithm,iters_needed_mean,iters_needed_median,iters_needed_std,auc_mean,auc_std,final_mean
100.0,CSO,28.7,25.5,14.805742129322665,627.4633511328859,28.138859980140104,6.775636576063567
100.0,FPA,47.6,49.0,25.652290346088012,613.5663450938702,24.03360273454392,6.651700058545321
